name,date,academy,presentation,pyschometrics
DUNSTAN TERESSE,2019-06-27,Birmingham,23,49
MISCHA OSGAR,2019-06-27,Birmingham,13,52
DEAN DUCHANT,2019-06-27,Birmingham,25,56
DERREK SCARCE,2019-06-27,Birmingham,18,56
EIMILE SANPER,2019-06-27,Birmingham,20,61
DULSEA WESTFALEN,2019-06-27,Birmingham,22,69
CARLY ASSANDRI,2019-06-27,Birmingham,23,62
TREMAIN BAROSCH,2019-06-27,Birmingham,16,59
BELIA LOSSELJONG,2019-06-27,Birmingham,24,52
ROSENE YEARNSLEY,2019-06-27,Birmingham,18,66
FRANCISKUS LETHARDY,2019-03-27,London,20,55
FRANKIE MABEE,2019-03-27,London,22,55
FERDIE GLYNE,2019-03-27,London,23,64
THAYNE SAINSBERRY,2019-03-27,London,22,49
GASPARO OVERILL,2019-03-27,London,23,68
DARB HEINSSEN,2019-03-27,London,19,61
STEPHANI LIBBY,2019-03-27,London,17,55
WHITNEY WOODGER,2019-03-27,London,15,54
CLIFFORD HINKS,2019-03-27,London,17,48
ROZAMOND WILTON,2019-03-27,London,19,50
AUBERT CAWTHERAY,2019-03-27,London,21,61
ELSA HALLGARTH,2019-03-27,London,23,57
BERNETE FIDELE,2019-03-27,London,22,49
WEB SEGRAVE,2019-03-27,London,24,54
PHYLYS FLORY,2019-03-27,London,19,65
KEELEY OSBURN,2019-03-27,London,22,64
CHARO LORENT,2019-03-27,London,18,57
STACEY DE VUYST,2019-03-27,London,26,64
MYRLENE OLYFANT,2019-03-27,London,23,51
ROZELE ZANICCHELLI,2019-03-27,London,19,45
LOTTIE JANMAN,2019-03-27,London,24,46
REGAN DYBALL,2019-03-27,London,20,65
CYBIL MANDRAKE,2019-03-27,London,19,50
ROZANNE BURHOUSE,2019-03-27,London,21,56
AURIE LOBLE,2019-03-27,London,23,49
ADELBERT VERRICK,2019-03-27,London,24,60
MECHELLE LARKWORTHY,2019-11-27,London,20,43
SAMANTHA LANPHERE,2019-11-27,London,14,48
LINDSEY ANSTEY,2019-11-27,London,23,50
WILLABELLA REDDINGS,2019-11-27,London,22,47
MABEL WATTINS,2019-11-27,London,22,61
BENTON CULLEN,2019-11-27,London,17,54
TADD VALLERINE,2019-11-27,London,12,55
CLAUDELLE VASNETSOV,2019-11-27,London,19,52
KYLIE DALMON,2019-11-27,London,26,43
KONSTANZE TRYNOR,2019-11-27,London,21,56
WILL COSSUM,2019-11-27,London,24,49
CONSUELO PENGELLEY,2019-11-27,London,16,53
KORALLE BARTOCCI,2019-11-27,London,19,59
ELBERT NIGHTINGALE,2019-11-27,London,24,49
BIBBIE GOSFORD,2019-11-27,London,23,59
PRISCELLA AKASTER,2019-11-27,London,17,46
BIL PEARS,2019-11-27,London,16,51
PATRICIO DYTER,2019-11-27,London,22,62
MICHELE BRISTOWE,2019-11-27,London,20,61
ROIS TAMES,2019-11-27,London,22,46
CARRIE JACQUEMARD,2019-11-27,London,22,43
JEDD INGGALL,2019-11-27,London,24,65
JEANELLE BIESTY,2019-11-27,London,23,45
AMALEA HARRELL,2019-11-27,London,17,54
YALE LASHLEY,2019-11-27,London,25,40
CLEMENTINE BRADICK,2019-11-27,London,20,54
WOODMAN PIETRUSIAK,2019-11-27,London,12,54
AINSLEY GOGERTY,2019-11-27,London,19,66
ALASTAIR FILIPOWICZ,2019-11-27,London,16,52
BRANDER VICENT,2019-11-27,London,19,67
GENEVA BELDON,2019-11-27,London,17,50
ADAMS LUX,2019-11-27,London,20,55
CESARE BAYLAY,2019-11-27,London,21,65
ROSMUNDA BRIMICOMBE,2019-11-27,London,24,63
TATUM JEANNET,2019-11-27,London,20,69
STEPHANNIE TICHNER,2019-11-27,London,24,41
DARILL DRANE,2019-11-27,London,18,61
SOLLIE SPINDLER,2019-11-27,London,23,59
SYDEL FENNE,2019-08-28,London,19,61
FONZ AVELINE,2019-08-28,London,14,57
EDGAR ANNESLEY,2019-08-28,London,17,57
MOISE ZEALEY,2019-08-28,London,13,57
ROBERTA FAULO,2019-08-28,London,21,32
QUINTA COWDRAY,2019-08-28,London,22,65
VICKI QUARTERMAN,2019-08-28,London,21,46
FAYRE HELD,2019-08-28,London,21,48
FANNI POLHILL,2019-08-28,London,18,52
ALICIA HRUSKA,2019-08-28,London,15,51
CLAUDIO O'HENEGHAN,2019-08-28,London,19,38
BERKY BAILEY,2019-08-28,London,22,51
HARRIETT SAFFIN,2019-08-28,London,16,58
POOH CHRISTY,2019-08-28,London,26,60
ALLINA GRELKA,2019-08-28,London,18,55
ROZALIN SUMMERSCALES,2019-08-28,London,26,64
CARCE CAPEL,2019-08-28,London,20,58
CORREY CLEMONT,2019-08-28,London,15,51
BRITT SUMMERGILL,2019-08-28,London,25,52
KINGSLEY HARDAKER,2019-08-28,London,15,55
SELIA ANNELL,2019-08-28,London,19,33
SHARITY HAWKSWELL,2019-08-28,London,24,43
PARNELL WEDDUP,2019-08-28,London,23,48
JOHANNAH HOLWELL,2019-08-28,London,25,47
BO FARGIE,2019-08-28,London,19,56
PAULY GILLBEE,2019-08-28,London,20,51
SAUNDRA FUZZENS,2019-08-28,London,18,57
COURTNEY WENMAN,2019-08-28,London,15,54
VACHEL MC MEEKIN,2019-02-28,Birmingham,20,54
IAN GIORGIETTO,2019-02-28,Birmingham,23,53
ARLANA COWL,2019-02-28,Birmingham,22,45
ELANE TROLLOPE,2019-02-28,Birmingham,25,45
HERB GILARDI,2019-02-28,Birmingham,19,48
IRWIN SCOURGE,2019-02-28,Birmingham,24,38
CROSBY ELIASSON,2019-02-28,Birmingham,23,67
KIMBERLEY MCGEOUCH,2019-02-28,Birmingham,18,64
GASPARD DUNN,2019-02-28,Birmingham,21,59
RICI WILLINGALE,2019-02-28,Birmingham,25,57
AUGUSTE ARMSTEAD,2019-02-28,Birmingham,17,55
KERBY TRANFIELD,2019-02-28,Birmingham,22,61
JEROMY GAUNTLEY,2019-02-28,Birmingham,22,72
JACOB ESLEY,2019-02-28,Birmingham,22,62
KATLEEN SIDDON,2019-02-28,Birmingham,16,50
ROSMUNDA DIONISETTI,2019-02-28,Birmingham,24,54
LULA TITLEY,2019-02-28,Birmingham,18,47
ELINORE BEVIS,2019-02-28,Birmingham,24,51
RAE DALLAGHAN,2019-02-28,Birmingham,21,49
CASAR BROSEMAN,2019-02-28,Birmingham,23,64
THORPE PETTETT,2019-02-28,Birmingham,18,50
ADIANA ALMEY,2019-02-28,Birmingham,21,58
JDAVIE BOOLS,2019-02-28,Birmingham,24,49
ALMIRE DWYER,2019-02-28,Birmingham,21,48
ALICK PADKIN,2019-02-28,Birmingham,26,57
EDGARDO HEMPHALL,2019-02-28,Birmingham,17,50
THOMASA MARLOR,2019-03-28,Birmingham,22,43
CORDEY RIGARDEAU,2019-03-28,Birmingham,21,62
ROMEO ROACHE,2019-03-28,Birmingham,23,57
BUNNI LOCARD,2019-03-28,Birmingham,18,54
ALAN HEALD,2019-03-28,Birmingham,21,59
ROZE SOMERBELL,2019-03-28,Birmingham,24,62
EZEQUIEL GUTCH,2019-03-28,Birmingham,19,52
CHANCEY MOREY,2019-03-28,Birmingham,22,51
LEONHARD FILKIN,2019-03-28,Birmingham,21,57
NADA NIESE,2019-03-28,Birmingham,17,58
ISAHELLA HADDLESTON,2019-03-28,Birmingham,26,54
MERRY WALKOWSKI,2019-03-28,Birmingham,17,49
ERNIE PROSCHEK,2019-03-28,Birmingham,25,62
OPAL MACKINDER,2019-03-28,Birmingham,12,55
ALEECE ADDICOTT,2019-03-28,Birmingham,18,60
CARY EDWICKE,2019-03-28,Birmingham,24,69
ANSON STREAK,2019-03-28,Birmingham,19,44
DURANT DELL 'ORTO,2019-03-28,Birmingham,16,54
FABIAN DUNNET,2019-03-28,Birmingham,23,43
CARLY ROGGE,2019-03-28,Birmingham,24,62
MAME KNEAPHSEY,2019-03-28,Birmingham,24,53
GLENN COAKER,2019-03-28,Birmingham,20,59
YANCE GRENFELL,2019-03-28,Birmingham,15,52
DAR LANG,2019-03-28,Birmingham,23,37
OFELIA CROW,2019-03-28,Birmingham,21,51
NEELY ALEKSICH,2019-03-28,Birmingham,20,53
HARTWELL CANDWELL,2019-05-28,London,19,60
ERMINA MITCHALL,2019-05-28,London,13,54
HUMFRID STRAFEN,2019-05-28,London,21,45
GRANGER CARAYOL,2019-05-28,London,22,51
FINLAY LEPICK,2019-05-28,London,20,41
SAMMIE GOBY,2019-05-28,London,20,49
FERDINANDE PAULINO,2019-05-28,London,14,49
EMANUELE EPTON,2019-05-28,London,21,49
HERMIONE TOMSETT,2019-05-28,London,13,41
IGNACIUS PLEASAUNCE,2019-05-28,London,17,55
GAV RANTOUL,2019-05-28,London,13,50
SLOANE PHILBROOK,2019-05-28,London,19,66
LEE MCILMOROW,2019-05-28,London,20,55
JIM JOINT,2019-05-28,London,18,53
BRITTNEY REIMER,2019-05-28,London,27,51
ALEX BORKETT,2019-05-28,London,22,46
JEROMY FOMICHKIN,2019-05-28,London,21,55
ROBINSON STICKLES,2019-05-28,London,22,58
GARVY DINSDALE,2019-11-28,Birmingham,24,51
AUBE BENKHE,2019-11-28,Birmingham,19,49
FIN LUNG,2019-11-28,Birmingham,21,52
SHANDIE MUIR,2019-11-28,Birmingham,21,52
LATASHIA BRAMPTON,2019-11-28,Birmingham,21,48
LIB HALLIBURTON,2019-11-28,Birmingham,20,54
DONALT PINKSTONE,2019-11-28,Birmingham,21,58
RAFAELIA COWE,2019-11-28,Birmingham,22,58
TUCKIE POSTGATE,2019-11-28,Birmingham,16,54
HORATIA TRESISE,2019-11-28,Birmingham,16,52
KRISTOFER TRUNDLE,2019-11-28,Birmingham,21,45
CHERRITA WINGATE,2019-11-28,Birmingham,17,59
CELISSE MERIGUET,2019-11-28,Birmingham,21,48
ROBINETT MCPHATE,2019-11-28,Birmingham,22,56
FRAYDA CRICKMOOR,2019-11-28,Birmingham,23,59
SUZANNA DUNSTALL,2019-11-28,Birmingham,16,59
COURTNEY RAYNHAM,2019-11-28,Birmingham,27,40
JACENTA COUCHE,2019-11-28,Birmingham,23,49
LANNY WILLINGHAM,2019-11-28,Birmingham,16,52
MARJA MORFIELD,2019-11-28,Birmingham,20,68
MADELYN PETRENKO,2019-11-28,Birmingham,17,49
HANNAH MESSUM,2019-08-29,Birmingham,21,56
KERMY CAVES,2019-08-29,Birmingham,21,51
MAURICE YAKHIN,2019-08-29,Birmingham,22,63
JAE RENNOLDS,2019-08-29,Birmingham,15,58
LINDSEY GERWOOD,2019-08-29,Birmingham,18,56
DYLAN LLEWELLEN,2019-08-29,Birmingham,16,62
BERRY FREED,2019-08-29,Birmingham,15,67
FRAZIER BAYSTON,2019-08-29,Birmingham,15,52
ORALLE BRUNONE,2019-08-29,Birmingham,19,37
JOELIE ELFITT,2019-08-29,Birmingham,18,56
LAZARUS HOOKE,2019-08-29,Birmingham,22,62
WINONA RUBINOWITZ,2019-08-29,Birmingham,23,70
APPOLONIA JOVIS,2019-08-29,Birmingham,22,51
WILLI TAGG,2019-08-29,Birmingham,21,48
TRIS LANDREAN,2019-08-29,Birmingham,24,58
MEAD STOLTING,2019-08-29,Birmingham,24,56
CHERE SIDDENS,2019-08-29,Birmingham,23,57
QUERIDA ANTONACCI,2019-08-29,Birmingham,26,65
NIL STEWART,2019-08-29,Birmingham,21,43
PETRONILLE DOUGHARTY,2019-08-29,Birmingham,20,64
GENA HUMBLES,2019-08-29,Birmingham,16,58
DONIELLE GODBALL,2019-08-29,Birmingham,22,46
KAIN LOWNE,2019-08-29,Birmingham,22,73
CHRISTINE SCALERA,2019-08-29,Birmingham,21,49
GENEVA WINSCOMB,2019-08-29,Birmingham,12,54
RANDAL TILLIARD,2019-08-29,Birmingham,25,43
DIDI STRONOUGH,2019-08-29,Birmingham,16,50
GILBERT GULC,2019-08-29,Birmingham,19,45
CLIM LOVIE,2019-08-29,Birmingham,22,55
FERREL LISSANDRINI,2019-08-29,Birmingham,17,65
JUNIA COLLINS,2019-08-29,Birmingham,18,57
JULE CORKE,2019-08-29,Birmingham,18,59
GARETH DE MICOLI,2019-08-29,Birmingham,26,49
SKIPPY WORRELL,2019-01-29,London,25,58
ALLYN NAZAIR,2019-01-29,London,22,54
CLY GREATREX,2019-01-29,London,18,60
CASSIUS WHATLING,2019-01-29,London,18,68
SALVIDOR DALRYMPLE,2019-01-29,London,24,51
RALF HEINTZE,2019-01-29,London,16,48
SILEAS GOLSON,2019-01-29,London,16,65
CAREN STERTE,2019-01-29,London,19,56
LUCITA PETTMAN,2019-01-29,London,20,50
ADRIANNA LYDDIARD,2019-01-29,London,21,53
NOAH PETRICEK,2019-01-29,London,22,61
HALLI PURCELL,2019-01-29,London,17,66
ALEXANDRO GUYAN,2019-01-29,London,19,59
GARDIE DAMSELL,2019-01-29,London,21,64
SULLY RECHERT,2019-01-29,London,22,60
RICCARDO OADE,2019-01-29,London,19,62
CAREY SEVERN,2019-01-29,London,17,61
SALOMON COSTELLOW,2019-01-29,London,27,53
KALLI MCGARRIE,2019-01-29,London,23,65
GAYEL MEINEKING,2019-01-29,London,19,55
SELIA DIEM,2019-05-29,London,18,47
LAUREL EBBERS,2019-05-29,London,16,54
ARDYS RUPPELE,2019-05-29,London,20,63
FLORINA SUDLOW,2019-05-29,London,24,64
ETTA WHITEMARSH,2019-05-29,London,25,46
LIANE LORENTE,2019-05-29,London,19,52
DARBEE GOSLIN,2019-05-29,London,27,52
ORLY EAKLE,2019-05-29,London,22,46
ADLAI GAHAGAN,2019-05-29,London,29,54
BLAYNE JENNE,2019-05-29,London,21,63
PANSY TRANCKLE,2019-05-29,London,17,50
TANIA LEMME,2019-05-29,London,17,49
YUMA HENRION,2019-05-29,London,25,56
EDI JIGGINS,2019-05-29,London,17,47
FAY BEAUTYMAN,2019-05-29,London,17,61
SOSANNA RAWLINGS,2019-05-29,London,22,51
SYDEL TILNE,2019-05-29,London,17,65
DIANNA BREWETT,2019-05-29,London,20,55
ROBBY ARIAS,2019-05-29,London,23,50
SANDOR ATACK,2019-05-29,London,18,50
WANIDS GLIDDER,2019-05-29,London,18,61
WILLETTE JOWLE,2019-05-29,London,21,49
RIK JURICK,2019-05-29,London,23,68
CORREY MOULDS,2019-05-29,London,19,50
HEDWIG ALBUTT,2019-05-29,London,22,59
DALIS GAMBLES,2019-05-29,London,24,57
SYDNEY PIGOT,2019-05-29,London,15,54
DONALT KINCEY,2019-05-29,London,18,53
HASKEL OLDROYDE,2019-05-29,London,19,51
DARRIN PERRELLE,2019-05-29,London,23,62
SUKEY BENEDICTO,2019-10-29,London,22,60
ADLAI FERNS,2019-10-29,London,21,50
FERDINAND ADLARD,2019-10-29,London,13,66
AUGUSTA GILFOY,2019-10-29,London,17,59
GLEDA GIACOMOZZO,2019-10-29,London,14,53
TAMI STUDDAL,2019-10-29,London,23,52
HENDRIKA MACLEOD,2019-10-29,London,17,55
STEPHI DUCKERING,2019-10-29,London,19,54
ALICIA TIMMIS,2019-10-29,London,26,45
DE WITT O'DOWD,2019-10-29,London,21,46
VAUGHAN BORCHARDT,2019-10-29,London,19,61
REG VANSHIN,2019-10-29,London,21,41
ASHLEY WOODVINE,2019-10-29,London,21,57
DEMETRA DARMODY,2019-10-29,London,24,59
EMALIA NAILE,2019-10-29,London,23,59
GISELA ANDREA,2019-10-29,London,15,54
ROBBIE VIZOR,2019-10-29,London,15,53
OTHA KIMM,2019-10-29,London,23,56
CHICO HEADLEY,2019-10-29,London,23,54
LORRIN TREMBLOT,2019-10-29,London,15,54
SHER SALDLER,2019-10-29,London,17,49
JOHANNA INOLD,2019-04-03,London,19,52
BABETTE MCGLOUGHLIN,2019-04-03,London,19,52
ORION DINES,2019-04-03,London,19,51
GAYLA BOWNAS,2019-04-03,London,18,60
WILLOW KARP,2019-04-03,London,17,54
ALANNA FRANE,2019-04-03,London,19,59
CHELSEA MILLWARD,2019-04-03,London,25,63
STEFAN GERSAM,2019-04-03,London,20,53
CARLINE ZUKER,2019-04-03,London,23,55
DERMOT LAMBOURNE,2019-04-03,London,13,50
EMMEY WADFORTH,2019-04-03,London,20,54
REA LINDWASSER,2019-04-03,London,25,48
TABBY HENRYCH,2019-04-03,London,17,59
KALLE WAINE,2019-04-03,London,19,55
ABEU BOURCQ,2019-04-03,London,16,60
STELLA ULSTER,2019-04-03,London,26,65
SAYER WEEDON,2019-04-03,London,20,57
JOYCE TURBITT,2019-04-03,London,23,55
CINDERELLA CHEDZOY,2019-04-03,London,23,61
ROCHELL RESTON,2019-04-03,London,20,60
ERIK GERVAISE,2019-04-03,London,15,53
SERGEI KENRICK,2019-04-03,London,22,47
SUSETTE TREGUNNAH,2019-04-03,London,20,54
BARRY BASSETT,2019-04-03,London,24,44
BRION GRISHECHKIN,2019-04-03,London,18,50
GUNTER CATTO,2019-04-03,London,23,49
SHIRL BOULD,2019-04-03,London,18,52
ROCKEY PIETESCH,2019-04-03,London,14,59
KRISTIN MUNSON,2019-04-03,London,20,49
LATISHA IBEL,2019-04-03,London,20,61
DORTHEA SHAXBY,2019-12-03,London,12,59
RINGO GOOSEY,2019-12-03,London,24,51
ALI BONDS,2019-12-03,London,21,55
SAREE LANGSTON,2019-12-03,London,19,38
BARTON MOAR,2019-12-03,London,24,55
WALDON DAVIDOWSKY,2019-12-03,London,25,48
ANN-MARIE PEDDOWE,2019-12-03,London,12,57
BEILUL CRANNACH,2019-12-03,London,25,53
BRANDON LOTHERINGTON,2019-12-03,London,20,55
FINN MAASZE,2019-12-03,London,25,63
NANANNE PLITZ,2019-12-03,London,14,60
ALEXINE MCGLUE,2019-12-03,London,23,55
WERNHER THAXTER,2019-12-03,London,20,56
CHRISTOPHER PINNER,2019-12-03,London,18,51
NATAL SABIN,2019-12-03,London,22,64
FLEM CARY,2019-12-03,London,23,56
LEENA JOSELEVITCH,2019-12-03,London,19,58
BERNI BONHAM,2019-12-03,London,25,58
TABBIE ENZLEY,2019-12-03,London,24,52
LAZARE NELLIES,2019-12-03,London,21,53
SHERLOCKE LERNER,2019-12-03,London,17,63
RONDA AGGIS,2019-12-03,London,16,54
GUSSY STOVING,2019-12-03,London,19,54
FERD WALKDEN,2019-12-03,London,26,57
REETA MCGAWN,2019-01-03,Birmingham,20,56
SELIA TOURS,2019-01-03,Birmingham,20,47
RODRICK HENWORTH,2019-01-03,Birmingham,20,54
FLORANCE NANN,2019-01-03,Birmingham,18,62
CANDIE PENDELL,2019-01-03,Birmingham,22,48
CISSY DEEBLE,2019-01-03,Birmingham,25,50
FARRELL NORMINGTON,2019-01-03,Birmingham,24,58
KIMBLE BONDE,2019-01-03,Birmingham,21,69
KELSEY CRANKE,2019-01-03,Birmingham,21,52
KARIA O'TOOLE,2019-01-03,Birmingham,24,62
ABEL MCVAUGH,2019-01-03,Birmingham,18,58
DAVIE BRAHAMS,2019-01-03,Birmingham,24,58
XIMENEZ CHIPPIN,2019-01-03,Birmingham,21,63
NANNI ASHBY,2019-01-03,Birmingham,15,54
GWYN BAVERSOR,2019-01-03,Birmingham,24,52
GILBERTINE ASSAF,2019-01-03,Birmingham,18,57
CANDIDE VANNOORT,2019-01-03,Birmingham,18,60
LEELAND LOOKS,2019-01-03,Birmingham,21,51
OLIA MEUGENS,2019-01-03,Birmingham,20,58
OGDON GONNELLY,2019-01-03,Birmingham,23,51
BRUNHILDE ZELLICK,2019-07-03,London,26,58
NATASSIA PAWLE,2019-07-03,London,19,54
KASS CASTELLAN,2019-07-03,London,17,52
CHADD KLAMPT,2019-07-03,London,24,55
ABEU KNIGHTSBRIDGE,2019-07-03,London,13,65
TODDIE RUBANENKO,2019-07-03,London,16,54
SIBYL GILARDI,2019-07-03,London,23,59
HAYWOOD TEAGER,2019-07-03,London,25,54
IOSEP IDLE,2019-07-03,London,18,56
IVIE SHAUDFURTH,2019-07-03,London,28,49
COLLETE CAUSBEY,2019-07-03,London,19,61
LOWRANCE BRACH,2019-07-03,London,18,48
WENDEL DARGIE,2019-07-03,London,23,49
HARALD MABSON,2019-07-03,London,26,48
CYNTHIA FOSDIKE,2019-07-03,London,14,48
KEEN TRIPONY,2019-07-03,London,21,58
RODOLFO DRILLOT,2019-07-03,London,24,56
DERWARD WYLLT,2019-07-03,London,18,64
IAN LAVERACK,2019-07-03,London,24,47
BEVON DETOILE,2019-07-03,London,24,54
WEYLIN SWATRADGE,2019-07-03,London,15,61
LEE BERNOCCHI,2019-07-03,London,17,51
MAXIE THAIRS,2019-07-03,London,15,60
REYNARD SEVILLE,2019-07-03,London,12,49
HILL TIPLADY,2019-07-03,London,28,56
MUREIL WOODSTOCK,2019-07-03,London,20,47
CECILLA VASILOV,2019-07-03,London,14,59
SAM MULVIHILL,2019-10-03,Birmingham,21,54
FERDY DOOTSON,2019-10-03,Birmingham,17,54
BELIA MURRIGANS,2019-10-03,Birmingham,20,53
WALLACHE SOLDI,2019-10-03,Birmingham,20,58
CHRISTOS FAGAN,2019-10-03,Birmingham,13,45
TAMAS STENDALL,2019-10-03,Birmingham,20,59
STANLY RICKERT,2019-10-03,Birmingham,14,53
GORDAN DELGADILLO,2019-10-03,Birmingham,15,63
FERDIE MULLINGER,2019-10-03,Birmingham,20,59
BREN TOMEI,2019-10-03,Birmingham,16,60
IZABEL MASTERS,2019-10-03,Birmingham,21,53
ASHLIN SHONE,2019-10-03,Birmingham,23,59
HEIDA COSSOM,2019-10-03,Birmingham,17,67
ALEJANDRO BROGGETTI,2019-09-03,London,23,55
SIMONNE MERMAN,2019-09-03,London,26,51
AILA LONGO,2019-09-03,London,21,53
DAMON THOMPSON,2019-09-03,London,22,62
TRISH CUXON,2019-09-03,London,26,51
WYN TEBB,2019-09-03,London,20,56
STEFFI BRIDEOKE,2019-09-03,London,23,48
TOMA PERRAT,2019-09-03,London,18,65
YORGOS DOCKERY,2019-09-03,London,21,52
KIPPY DALLON,2019-09-03,London,18,53
CAMELLIA BETTE,2019-09-03,London,22,64
ARABELLA WALKLATE,2019-09-03,London,18,61
ROBINA VASSANO,2019-09-03,London,11,65
MADELINA OSMANT,2019-09-03,London,23,49
XYLIA LAXEN,2019-09-03,London,21,48
SCARFACE GALLIHAULK,2019-09-03,London,23,64
VIOLETTA MATISSE,2019-09-03,London,22,47
LARISA CORDERO,2019-09-03,London,26,60
KASSI LUCIO,2019-09-03,London,24,60
MATTHAEUS AUDAS,2019-04-30,London,20,59
EDGAR WILLEMAN,2019-04-30,London,22,53
CARROLL CORSE,2019-04-30,London,20,43
ADELA VALANCE,2019-04-30,London,21,51
HORATIO CHRISTLEY,2019-04-30,London,19,65
RACHELLE STROTTON,2019-04-30,London,26,42
SALOMI SHALDERS,2019-04-30,London,26,50
HARPER ARMELL,2019-04-30,London,26,50
BRODDIE TETLA,2019-04-30,London,15,52
DRUD BUARD,2019-04-30,London,14,50
ARLIN LEMAN,2019-04-30,London,24,58
ELFRIDA SANTARELLI,2019-04-30,London,18,51
DORETTA LOURENCO,2019-04-30,London,19,52
CORDIE CAPON,2019-04-30,London,16,51
ARLYNE MCNEISH,2019-04-30,London,23,49
VIRGILIO ZAVATTIERI,2019-04-30,London,22,59
URI INGLEY,2019-04-30,London,21,55
MARKUS GAME,2019-04-30,London,25,58
BRYN GIANILLI,2019-04-30,London,23,48
KEVAN ELSEY,2019-04-30,London,23,55
MARGA HENRYSON,2019-04-30,London,23,53
ALDRIDGE DU FRAY,2019-04-30,London,23,52
BARBEY RICKERTSEN,2019-04-30,London,20,55
LEONID COULE,2019-04-30,London,17,53
HEROLD DIONISETTO,2019-04-30,London,21,63
FLORE DRAKE,2019-04-30,London,24,42
LAW MASSEN,2019-04-30,London,20,60
KNOX MCGRAW,2019-04-30,London,20,59
LURLEEN CESTARD,2019-04-30,London,29,67
ANDEE PLOWMAN,2019-01-30,London,16,52
MALLORY CHALLIS,2019-01-30,London,21,57
MAXY HEELEY,2019-01-30,London,23,54
STINKY GOULTER,2019-01-30,London,18,61
MERRY CHESHER,2019-01-30,London,16,53
VIN KATTENHORN,2019-01-30,London,21,63
FRANCISKA DAVIDY,2019-01-30,London,16,50
SYLVIA AKETT,2019-01-30,London,21,59
DAISI SCARLET,2019-01-30,London,18,59
ILKA MOULDER,2019-01-30,London,13,47
ROYALL STIRLEY,2019-01-30,London,22,63
WINNIE OSIPENKO,2019-01-30,London,21,49
WARDE FROWEN,2019-01-30,London,25,44
DENI ROUST,2019-01-30,London,21,55
HI TEE,2019-01-30,London,23,60
BENNY SMALLSMAN,2019-01-30,London,13,67
JAZMIN DARK,2019-01-30,London,20,49
DIANE-MARIE HILLING,2019-01-30,London,23,47
KERI CREWE,2019-01-30,London,17,49
JENDA FERNANDEZ,2019-01-30,London,23,53
TYRONE BAILES,2019-01-30,London,22,50
LOY MULVY,2019-01-30,London,22,59
IRVINE LAWREY,2019-01-30,London,19,45
CARLO TWINING,2019-01-30,London,22,57
GEORGENA TCHAIKOVSKY,2019-07-30,London,22,49
AILI BURSNOLL,2019-07-30,London,24,59
VANESSA GIVES,2019-07-30,London,23,60
HARTWELL SILVER,2019-07-30,London,18,59
BERTRAM ESGATE,2019-07-30,London,21,51
EMILY BARRAS,2019-07-30,London,16,53
ISIDORA ENGLEFIELD,2019-07-30,London,17,38
MARLON RESIDE,2019-07-30,London,18,55
AGACE O'SHIELDS,2019-07-30,London,24,58
COBBIE WOLFINGER,2019-07-30,London,22,65
KIRBY MINTER,2019-07-30,London,12,54
AGUSTE TANN,2019-07-30,London,18,58
PREN VARCOE,2019-07-30,London,15,60
ENGRACIA ANDRIOLLI,2019-07-30,London,20,58
RODGE GARLICK,2019-07-30,London,25,45
BARCLAY MORTER,2019-07-30,London,24,50
CLARY HERTWELL,2019-07-30,London,17,60
YEHUDIT KILLINGBECK,2019-07-30,London,17,62
ANET SATTERLEY,2019-07-30,London,19,61
STANISLAUS SENDLEY,2019-07-30,London,17,58
BRAD COLEYSHAW,2019-07-30,London,21,56
AGGIE REMMERS,2019-07-30,London,21,59
KRIS WHALEY,2019-07-30,London,16,53
KIRSTEN SPELMAN,2019-07-30,London,20,53
ADALINE DURTNELL,2019-07-30,London,24,60
MARNA MATSKEVICH,2019-07-30,London,19,57
EBERHARD CATTEMULL,2019-07-30,London,23,58
MEYER DOBBISON,2019-07-30,London,18,59
BEAUREGARD HOULD,2019-07-30,London,26,60
MICHEAL DI MATTEO,2019-07-30,London,23,57
NATA BOHMAN,2019-05-30,Birmingham,25,60
BENNIE LATAN,2019-05-30,Birmingham,26,60
NOEL HAYLAND,2019-05-30,Birmingham,23,60
NILES HAUGHIN,2019-05-30,Birmingham,23,41
GAWEN MURRICANES,2019-05-30,Birmingham,21,52
MEGAN HALLIHAN,2019-05-30,Birmingham,19,59
CHARISSA BRIIGINSHAW,2019-05-30,Birmingham,20,73
MILL URIDGE,2019-05-30,Birmingham,13,60
SAMUELE MELPUSS,2019-05-30,Birmingham,22,48
BERTIE MACAFEE,2019-05-30,Birmingham,17,59
BENITA ROBBEL,2019-05-30,Birmingham,18,59
DAILE KITCHINHAM,2019-05-30,Birmingham,17,47
TRUMAINE CHASTNEY,2019-05-30,Birmingham,21,51
CESARO DODGSHON,2019-05-30,Birmingham,23,67
MARIUS SOLTAN,2019-05-30,Birmingham,22,55
ULRIKAUMEKO YEANDEL,2019-05-30,Birmingham,27,58
DEONNE PROTT,2019-05-30,Birmingham,20,59
JANELLE FORBEAR,2019-05-30,Birmingham,19,56
ALLISTIR LANGRICK,2019-05-30,Birmingham,24,63
JANINA MUNCER,2019-05-30,Birmingham,20,54
CURRY DUNNAN,2019-10-30,London,18,58
WILLABELLA LANCHBERRY,2019-10-30,London,27,54
GAILE CARPENTER,2019-10-30,London,24,39
KASEY MATTACKS,2019-10-30,London,23,59
AGNESSE BEEKEN,2019-10-30,London,25,60
